1,3
2,3
3,32
4,24
5,64
6,22
7,34
8,151
13,1
14,3
15,0
16,0
17,0
18,192
19,0
21,0
22,0
27,28
28,131
29,12
31,16
32,0
47,13
48,0
49,19
50,3
51,0
52,32
53,140
54,50
55,100
56,255
57,0
58,0
59,128
